,id,date,zipcode,condition,grade,price,median price,status,season,sell price,profit
105,8842400071,2014-05-07,98118,regular,average design,352000.0,370000.0,buy,spring,457600.0,105600.0
106,222029026,2014-09-17,98070,good,average design,340000.0,465000.0,buy,autumn,442000.0,102000.0
107,2923039243,2014-11-13,98070,regular,average design,340000.0,465000.0,buy,autumn,442000.0,102000.0
108,8902000201,2015-02-19,98125,regular,average design,338500.0,425000.0,buy,autumn,440050.0,101550.0
109,6126500060,2014-11-24,98108,regular,average design,329950.0,345000.0,buy,autumn,428935.0,98985.0
110,3226200105,2014-05-23,98118,regular,average design,325000.0,370000.0,buy,spring,422500.0,97500.0
111,1568100730,2015-02-18,98155,good,average design,325000.0,377225.0,buy,autumn,422500.0,97500.0
112,5459500145,2014-06-13,98040,good,average design,975000.0,993750.0,buy,summer,1072500.0,97500.0
113,8122101146,2014-09-29,98126,good,average design,320000.0,396587.5,buy,autumn,416000.0,96000.0
114,5592900230,2014-12-24,98056,good,average design,320000.0,380000.0,buy,autumn,416000.0,96000.0
115,7130300690,2014-10-28,98118,good,average design,308000.0,370000.0,buy,autumn,400400.0,92400.0
116,2324039077,2015-04-27,98126,regular,average design,306000.0,396587.5,buy,spring,397800.0,91800.0
117,9476700135,2015-03-19,98056,good,average design,300000.0,380000.0,buy,spring,390000.0,90000.0
118,4036400110,2015-01-29,98155,regular,average design,300000.0,377225.0,buy,autumn,390000.0,90000.0
119,321100260,2014-06-30,98040,good,average design,896000.0,993750.0,buy,summer,985600.0000000001,89600.00000000012
120,3294700101,2014-09-09,98055,good,average design,295000.0,297225.0,buy,autumn,383500.0,88500.0
121,3621059043,2014-05-27,98092,regular,average design,293000.0,309780.0,buy,spring,380900.0,87900.0
122,1924059248,2014-06-02,98040,regular,average design,870000.0,993750.0,buy,summer,957000.0000000001,87000.00000000012
123,7972601680,2015-03-23,98106,regular,average design,290000.0,315000.0,buy,spring,377000.0,87000.0
124,3523029041,2014-10-09,98070,good,average design,290000.0,465000.0,buy,autumn,377000.0,87000.0
125,2781600195,2014-11-17,98070,regular,average design,285000.0,465000.0,buy,autumn,370500.0,85500.0
126,3294700030,2014-05-09,98055,good,average design,280950.0,297225.0,buy,spring,365235.0,84285.0
127,8141310180,2014-11-18,98022,regular,average design,277500.0,279500.0,buy,autumn,360750.0,83250.0
128,2520069100,2014-10-16,98022,good,average design,275000.0,279500.0,buy,autumn,357500.0,82500.0
129,5437810320,2014-11-17,98022,good,average design,269950.0,279500.0,buy,autumn,350935.0,80985.0
130,7221400285,2015-02-09,98055,regular,average design,265000.0,297225.0,buy,autumn,344500.0,79500.0
131,9476200485,2014-09-29,98056,good,average design,261490.0,380000.0,buy,autumn,339937.0,78447.0
132,2114700040,2015-04-14,98106,regular,average design,260000.0,315000.0,buy,spring,338000.0,78000.0
133,7183000060,2015-03-25,98003,regular,average design,260000.0,269500.0,buy,spring,338000.0,78000.0
134,4136800205,2015-02-19,98178,regular,average design,258000.0,279500.0,buy,autumn,335400.0,77400.0
135,7598100735,2014-08-29,98040,good,average design,769000.0,993750.0,buy,summer,845900.0000000001,76900.00000000012
136,4058801230,2015-03-05,98178,regular,average design,256000.0,279500.0,buy,spring,332800.0,76800.0
137,9476200020,2015-03-06,98056,good,average design,254000.0,380000.0,buy,spring,330200.0,76200.0
138,121039156,2015-01-09,98023,regular,average design,249000.0,269000.0,buy,autumn,323700.0,74700.0
139,2895110062,2014-12-02,98032,regular,average design,249000.0,250000.0,buy,autumn,323700.0,74700.0
140,2122059160,2015-04-27,98030,regular,average design,248000.0,283000.0,buy,spring,322400.0,74400.0
141,1724069043,2014-06-18,98075,good,average design,739888.0,739999.5,buy,summer,813876.8,73988.80000000005
142,8880600070,2014-11-12,98022,regular,average design,245000.0,279500.0,buy,autumn,318500.0,73500.0
143,8078490090,2015-05-08,98022,regular,average design,245000.0,279500.0,buy,spring,318500.0,73500.0
144,1320069163,2015-03-04,98022,good,average design,243000.0,279500.0,buy,spring,315900.0,72900.0
145,323089005,2015-03-26,98045,good,average design,240000.0,399500.0,buy,spring,312000.0,72000.0
146,4099500935,2014-07-23,98040,good,average design,705000.0,993750.0,buy,summer,775500.0000000001,70500.00000000012
147,5457300696,2014-06-27,98109,regular,average design,700000.0,736000.0,buy,summer,770000.0000000001,70000.00000000012
148,5015000190,2014-06-25,98112,good,average design,690500.0,917500.0,buy,summer,759550.0000000001,69050.00000000012
149,2372800050,2014-05-21,98022,good,average design,220000.0,279500.0,buy,spring,286000.0,66000.0
150,2120069003,2014-11-24,98022,good,average design,220000.0,279500.0,buy,autumn,286000.0,66000.0
151,5244800125,2014-08-05,98109,good,average design,650000.0,736000.0,buy,summer,715000.0,65000.0
152,2620069077,2015-04-22,98022,good,average design,215000.0,279500.0,buy,spring,279500.0,64500.0
153,7221400320,2014-10-03,98055,regular,average design,213000.0,297225.0,buy,autumn,276900.0,63900.0
154,2771603990,2014-07-15,98199,regular,average design,625000.0,689900.0,buy,summer,687500.0,62500.0
155,6646200770,2014-07-24,98074,regular,average design,610000.0,645000.0,buy,summer,671000.0,61000.0
156,6665800030,2014-07-18,98033,regular,average design,590000.0,678000.0,buy,summer,649000.0,59000.0
157,1320069249,2014-10-20,98022,good,average design,192500.0,279500.0,buy,autumn,250250.0,57750.0
158,225069016,2014-07-22,98053,regular,average design,568000.0,635000.0,buy,summer,624800.0,56800.0
159,1825069031,2014-08-14,98074,good,average design,550000.0,645000.0,buy,summer,605000.0,55000.0
160,7527000090,2014-08-14,98074,regular,average design,540000.0,645000.0,buy,summer,594000.0,54000.0
161,7430500415,2014-07-25,98008,good,average design,540000.0,545000.0,buy,summer,594000.0,54000.0
162,2771601730,2014-06-29,98119,good,average design,530000.0,744975.0,buy,summer,583000.0,53000.0
163,6052400575,2014-05-14,98198,regular,average design,175000.0,266750.0,buy,spring,227500.0,52500.0
164,9530101670,2014-06-23,98103,regular,average design,525000.0,550000.0,buy,summer,577500.0,52500.0
165,2877101031,2014-07-02,98117,regular,average design,512031.0,545000.0,buy,summer,563234.1000000001,51203.10000000009
166,226109056,2015-03-26,98019,regular,average design,170000.0,401250.0,buy,spring,221000.0,51000.0
167,5016003230,2015-02-18,98112,regular,average design,169317.0,917500.0,buy,autumn,220112.1,50795.100000000006
168,1930301555,2014-07-01,98103,regular,average design,500000.0,550000.0,buy,summer,550000.0,50000.0
169,1924069071,2014-07-29,98027,good,average design,485000.0,571000.0,buy,summer,533500.0,48500.0
170,9468200125,2014-08-26,98103,good,average design,480000.0,550000.0,buy,summer,528000.0,48000.0
171,9521100280,2014-06-12,98103,regular,average design,480000.0,550000.0,buy,summer,528000.0,48000.0
172,455000841,2014-08-29,98107,regular,average design,475000.0,529975.0,buy,summer,522500.00000000006,47500.00000000006
173,4045500130,2014-09-09,98014,regular,average design,154000.0,415000.0,buy,autumn,200200.0,46200.0
174,7853220610,2014-07-29,98065,regular,average design,457000.0,500000.0,buy,summer,502700.00000000006,45700.00000000006
175,2817100570,2014-06-27,98070,good,average design,453000.0,465000.0,buy,summer,498300.00000000006,45300.00000000006
176,7370600050,2014-08-19,98177,regular,average design,452000.0,557000.0,buy,summer,497200.00000000006,45200.00000000006
177,8886000021,2014-06-16,98070,regular,average design,445000.0,465000.0,buy,summer,489500.00000000006,44500.00000000006
178,1972202010,2014-08-01,98103,regular,average design,435000.0,550000.0,buy,summer,478500.00000000006,43500.00000000006
179,623069068,2014-06-27,98027,good,average design,425000.0,571000.0,buy,summer,467500.00000000006,42500.00000000006
180,9390700095,2014-08-08,98102,regular,average design,407500.0,720000.0,buy,summer,448250.00000000006,40750.00000000006
181,5216200090,2014-06-16,98070,good,average design,385000.0,465000.0,buy,summer,423500.00000000006,38500.00000000006
182,7853340660,2014-08-06,98065,regular,average design,382000.0,500000.0,buy,summer,420200.00000000006,38200.00000000006
183,2929600020,2014-08-05,98166,regular,average design,375000.0,392500.0,buy,summer,412500.00000000006,37500.00000000006
184,7558800570,2014-08-13,98070,good,average design,367000.0,465000.0,buy,summer,403700.00000000006,36700.00000000006
185,9284801845,2014-08-05,98126,good,average design,354000.0,396587.5,buy,summer,389400.00000000006,35400.00000000006
186,7227802030,2014-06-23,98056,regular,average design,350000.0,380000.0,buy,summer,385000.00000000006,35000.00000000006
187,6118600045,2014-08-25,98166,good,average design,350000.0,392500.0,buy,summer,385000.00000000006,35000.00000000006
188,1023089228,2014-07-17,98045,regular,average design,350000.0,399500.0,buy,summer,385000.00000000006,35000.00000000006
189,5702450250,2014-07-17,98045,regular,average design,340000.0,399500.0,buy,summer,374000.00000000006,34000.00000000006
190,5702450260,2014-07-23,98045,regular,average design,324000.0,399500.0,buy,summer,356400.0,32400.0
191,9285800345,2014-06-26,98126,regular,average design,320000.0,396587.5,buy,summer,352000.0,32000.0
192,1023089096,2014-08-08,98045,regular,average design,299000.0,399500.0,buy,summer,328900.0,29900.0
193,2599200160,2014-08-18,98092,good,average design,295450.0,309780.0,buy,summer,324995.0,29545.0
194,1024000109,2014-07-10,98116,regular,average design,295000.0,565500.0,buy,summer,324500.0,29500.0
195,9282801950,2014-08-18,98178,regular,average design,279000.0,279500.0,buy,summer,306900.0,27900.0
196,7795400046,2014-06-11,98045,good,average design,276900.0,399500.0,buy,summer,304590.0,27690.0
197,2309710130,2014-07-15,98022,regular,average design,272000.0,279500.0,buy,summer,299200.0,27200.0
198,2214800110,2014-08-20,98001,regular,average design,259900.0,260000.0,buy,summer,285890.0,25990.0
199,3521059042,2014-07-28,98092,good,average design,255500.0,309780.0,buy,summer,281050.0,25550.0
200,6052401215,2014-06-09,98198,good,average design,255000.0,266750.0,buy,summer,280500.0,25500.0
201,425400070,2014-07-17,98056,good,average design,238000.0,380000.0,buy,summer,261800.00000000003,23800.00000000003
202,2011400782,2014-08-04,98198,regular,average design,229500.0,266750.0,buy,summer,252450.00000000003,22950.00000000003
